EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,dir_330_embed_withnorm_v4_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
20,2.122504234313965,8200,6056.44656,-352.08908,-2.14332,0.00173,2.11808,0.00261,6361.93359,-2.00779,0.02329,-1.92960,-2.06486,1.01221,0.00018,1.01251,1.01191,-0.02658,0.00184,-0.02159,-0.03202,-296.04501,2.57273,-289.88889,-302.42105,1854.05439,171.91212,2281.82202,1400.00806,2775.23340,201.80918,3384.02734,2274.96265,-1.75022,0.01017,-1.72622,-1.77495,0.56295,0.00836,0.58737,0.53715,1.98277,0.07520,2.00000,1.35973,-5.11145,0.74876,-3.81315,-6.34659,10.19075,0.14636,10.60435,9.78843,4.98780,0.16629,5.44452,4.60964,43.34458,6.67722,56.83840,28.53431,-3.70819,1.54457,-0.43381,-7.79159,0.18164,0.01120,0.20845,0.14665,1.17134,0.01366,1.20543,1.13318,6.71953,0.63547,7.86056,4.88145,-7.14578,1.43073,-4.57027,-10.60192
21,2.1385791301727295,8400,6049.03351,-468.14616,-1.93720,0.00144,2.13494,0.00213,6163.73689,-2.01369,0.02463,-1.93679,-2.08778,1.01282,0.00017,1.01312,1.01252,-0.02739,0.00170,-0.02295,-0.03165,-296.80969,2.76902,-289.00192,-304.99023,1853.37719,184.16301,2441.28589,1450.98193,2764.51994,223.94576,3423.70874,2135.11450,-1.74924,0.00931,-1.72404,-1.77685,0.56213,0.00881,0.58604,0.53952,1.96893,0.11809,2.00000,1.24074,-5.09260,0.74525,-3.79923,-6.34375,10.15152,0.12921,10.46895,9.82672,4.95979,0.16203,5.46898,4.51368,42.53105,6.93708,56.35533,29.56119,-3.89126,1.67847,-0.84444,-10.34391,0.18189,0.01030,0.20343,0.15155,1.16762,0.01252,1.19771,1.13332,6.68103,0.80164,7.85646,4.87401,-7.26549,1.51429,-4.22451,-10.60197
22,1.989891767501831,8600,6044.62782,-395.27687,-1.88965,0.00180,1.98572,0.00229,6336.43023,-2.00728,0.02355,-1.93493,-2.06541,1.01341,0.00017,1.01371,1.01312,-0.02821,0.00181,-0.02369,-0.03328,-297.82760,2.65232,-291.01569,-305.94528,1800.22108,171.91786,2424.25952,1415.14050,2689.97362,189.33942,3275.56616,2178.23218,-1.74782,0.01008,-1.72438,-1.77779,0.56201,0.00860,0.58189,0.54130,1.94972,0.14810,2.00000,1.19308,-5.04915,0.75732,-3.86205,-6.34822,10.11712,0.13200,10.45339,9.77869,4.95275,0.15812,5.44967,4.54989,43.48758,6.90770,56.70271,27.78660,-3.73468,1.64670,-0.56967,-10.58050,0.18177,0.01119,0.20723,0.15225,1.16582,0.01383,1.20835,1.12819,6.66195,0.71982,7.85795,4.80925,-7.18689,1.57060,-4.39631,-10.60374
23,2.4522619247436523,8800,6209.33800,-423.23542,-1.58415,0.00174,2.43982,0.01062,6343.25671,-2.00514,0.02328,-1.93355,-2.06868,1.01401,0.00017,1.01430,1.01371,-0.02911,0.00184,-0.02440,-0.03368,-298.49119,2.80725,-289.17630,-304.57065,1783.99052,190.40244,2401.24292,1389.51794,2662.84943,223.00926,3334.59351,2096.07861,-1.74742,0.00907,-1.72494,-1.77210,0.56171,0.00859,0.58692,0.53993,1.95754,0.14617,2.00000,1.17414,-5.05697,0.77026,-3.72145,-6.35057,10.09339,0.13057,10.41281,9.75999,4.94120,0.16101,5.38012,4.48217,42.66748,6.75498,56.58694,28.15891,-3.84721,1.74763,-0.56001,-9.83850,0.18167,0.01041,0.21327,0.15540,1.16360,0.01192,1.19444,1.12987,6.64974,0.68959,7.85909,4.95753,-6.99581,1.34548,-4.06596,-10.60690
24,2.567998170852661,9000,6236.79346,-360.35825,-1.49006,0.00135,2.56371,0.00287,6253.16789,-2.00462,0.02169,-1.93363,-2.06087,1.01460,0.00017,1.01489,1.01430,-0.02997,0.00223,-0.02367,-0.03621,-299.76759,2.89028,-293.11328,-307.08188,1766.47175,169.61842,2324.71167,1426.97620,2632.05704,217.37641,3158.58252,2088.99707,-1.74923,0.01088,-1.72107,-1.78197,0.56290,0.00818,0.58024,0.53829,1.97722,0.09236,2.00000,1.17578,-5.13364,0.77250,-3.75154,-6.35571,10.06863,0.15026,10.51070,9.63658,4.94605,0.17174,5.40734,4.51775,43.62309,6.85005,56.73901,28.06387,-3.79757,1.73541,-0.74303,-10.12316,0.18292,0.00971,0.21068,0.15336,1.15995,0.01438,1.20245,1.12256,6.63665,0.75835,7.85392,4.77580,-7.28936,1.48854,-4.74138,-10.60606
25,2.101680040359497,9200,6104.05773,-377.93562,-1.83390,0.00172,2.09757,0.00232,5024.14920,-2.00632,0.02303,-1.93701,-2.06800,1.01518,0.00017,1.01548,1.01489,-0.03113,0.00202,-0.02590,-0.03635,-298.97910,2.75099,-290.82230,-305.42221,1781.41923,173.76917,2280.60791,1383.16003,2627.25000,209.74568,3283.47241,2180.04370,-1.74968,0.01030,-1.71687,-1.77707,0.56106,0.00848,0.58421,0.53936,1.97578,0.07454,2.00000,1.46622,-4.99279,0.74204,-3.67489,-6.35850,10.06584,0.13261,10.43266,9.68935,4.91898,0.15182,5.31708,4.56877,42.71916,6.70928,56.45264,27.71763,-3.64594,1.48419,-0.38648,-8.23809,0.17627,0.01008,0.20354,0.15231,1.15896,0.01409,1.20052,1.12112,6.60615,0.72689,7.85428,4.96821,-6.98789,1.44048,-4.16499,-10.60357
26,2.3813602924346924,9400,6101.79269,-390.90967,-1.39707,0.00188,2.37670,0.00269,6383.63809,-2.01124,0.02179,-1.95368,-2.07864,1.01577,0.00017,1.01606,1.01548,-0.03175,0.00202,-0.02664,-0.03779,-299.44481,2.71743,-292.02682,-306.85718,1741.94315,160.59344,2233.04810,1396.87012,2608.10088,199.24465,3066.44922,1996.02576,-1.74546,0.00946,-1.71825,-1.77629,0.56147,0.00840,0.58658,0.54171,1.96483,0.09369,2.00000,1.43230,-4.89212,0.74402,-3.69075,-6.36161,10.02936,0.12769,10.42583,9.72284,4.92856,0.17469,5.40947,4.48920,42.28602,6.98619,55.56466,27.40238,-3.76810,1.62932,-0.81038,-10.99473,0.17292,0.01088,0.20661,0.13351,1.15953,0.01279,1.19281,1.12565,6.73227,0.75225,7.85335,4.83988,-7.32925,1.54157,-4.16267,-10.60381
27,2.1829686164855957,9600,6108.12541,-434.48296,-2.06042,0.00159,2.17859,0.00269,6316.68136,-2.01577,0.02352,-1.95360,-2.09544,1.01637,0.00017,1.01667,1.01607,-0.03388,0.00201,-0.02929,-0.03939,-298.87199,2.65225,-290.74918,-305.30133,1790.33782,177.66723,2426.20435,1375.82910,2635.19998,211.11599,3430.42041,2086.49341,-1.74728,0.00983,-1.72274,-1.77316,0.56011,0.00805,0.58264,0.53833,1.95418,0.15585,2.00000,1.09745,-5.02697,0.74393,-3.72158,-6.36292,10.08758,0.12303,10.44149,9.80571,4.95986,0.15343,5.53770,4.62589,43.11214,6.92616,56.95954,28.15792,-3.68161,1.59492,-0.85125,-11.91072,0.17774,0.01047,0.20731,0.14880,1.16386,0.01236,1.19445,1.12518,6.75736,0.72905,7.85361,5.15073,-7.40476,1.55375,-4.81054,-10.59938
28,1.831261157989502,9800,5931.79665,-463.16491,-1.64990,0.00216,1.82653,0.00251,3811.38306,-2.00972,0.02063,-1.95793,-2.08943,1.01698,0.00018,1.01728,1.01667,-0.03585,0.00234,-0.02932,-0.04236,-296.36039,2.72018,-288.34869,-303.30655,1784.11507,171.86998,2373.62573,1432.06311,2663.72405,222.09300,3203.98779,2172.07227,-1.75271,0.01007,-1.72724,-1.78339,0.56132,0.00805,0.58533,0.53834,1.96007,0.10987,2.00000,1.37651,-4.96424,0.70381,-3.67332,-6.36809,10.13025,0.13633,10.50808,9.74565,4.97583,0.16033,5.47124,4.56435,43.54793,6.47117,55.95154,28.53117,-3.59586,1.68755,0.21637,-10.98444,0.17725,0.01074,0.21047,0.14327,1.16516,0.01330,1.20549,1.12631,6.75217,0.70856,7.85370,5.28472,-7.74855,1.66450,-4.61666,-10.59971
29,2.0170340538024902,10000,5920.90770,-412.29358,-1.46592,0.00127,2.01350,0.00220,6214.70002,-2.00821,0.02264,-1.94693,-2.06607,1.01759,0.00018,1.01789,1.01729,-0.03664,0.00243,-0.02890,-0.04276,-297.12056,2.70242,-287.91238,-303.64166,1774.22665,173.40284,2445.21216,1326.21033,2647.86597,204.28837,3469.69849,2126.89380,-1.75249,0.01050,-1.71401,-1.78290,0.56029,0.00872,0.58215,0.53976,1.97127,0.11801,2.00000,1.22943,-5.00047,0.70867,-3.74515,-6.37176,10.10198,0.13842,10.43367,9.65162,4.97274,0.18528,5.55742,4.61255,43.77445,6.57390,56.01326,26.59355,-3.44853,1.35882,-0.77438,-7.36101,0.17889,0.01009,0.20857,0.14617,1.16198,0.01400,1.19901,1.12359,6.75837,0.74519,7.84939,5.13304,-7.68252,1.55595,-4.55661,-10.59997
30,2.410360336303711,10200,5907.14017,-378.19228,-1.89735,0.00147,2.40642,0.00240,6224.25822,-2.01388,0.02263,-1.96188,-2.07482,1.01820,0.00018,1.01850,1.01789,-0.03778,0.00255,-0.02967,-0.04488,-297.16308,2.90884,-290.12943,-304.96909,1794.67524,177.27116,2343.33716,1318.94934,2643.13702,221.43484,3233.36694,2137.01611,-1.75107,0.00940,-1.72537,-1.78698,0.56109,0.00822,0.58514,0.53974,1.95754,0.13246,2.00000,1.17497,-5.04558,0.71850,-3.78894,-6.37533,10.09546,0.14140,10.50797,9.65226,4.93965,0.16822,5.55341,4.53689,43.38827,6.63435,56.14755,27.79092,-3.83902,1.76510,-0.23271,-9.63777,0.17874,0.01122,0.22568,0.15385,1.16225,0.01358,1.20752,1.11989,6.73120,0.73818,7.85095,5.02420,-7.44787,1.52168,-4.88299,-10.60755
31,2.5429491996765137,10400,5916.47733,-385.74086,-2.01184,0.00213,2.53807,0.00266,6257.10856,-2.01127,0.02210,-1.95215,-2.07347,1.01880,0.00018,1.01911,1.01850,-0.03901,0.00251,-0.03212,-0.04649,-297.66752,2.63291,-289.32037,-307.53479,1774.16216,174.08313,2269.67358,1370.83582,2635.91461,191.91290,3284.09302,2117.25269,-1.75323,0.00962,-1.72598,-1.77585,0.56050,0.00803,0.58662,0.53893,1.94427,0.15528,2.00000,1.13596,-4.98273,0.73113,-3.74180,-6.37981,10.09453,0.13645,10.49424,9.71031,4.94643,0.16358,5.41526,4.48654,42.86950,6.57039,55.90076,29.18488,-3.65126,1.54726,-0.54284,-10.17400,0.18114,0.01018,0.20880,0.15444,1.15999,0.01216,1.19376,1.13008,6.71306,0.70402,7.84570,5.21393,-7.63875,1.52748,-4.57290,-10.60478
32,2.2250795364379883,10600,5653.25038,-432.49126,-2.08410,0.00206,2.22065,0.00230,3704.16066,-2.01433,0.02117,-1.97194,-2.06685,1.01941,0.00018,1.01972,1.01911,-0.04055,0.00272,-0.03352,-0.04875,-298.13258,2.85716,-291.58743,-306.30679,1731.24379,170.73868,2414.94189,1297.41687,2599.34421,210.97267,3284.45044,2131.70044,-1.75189,0.01061,-1.71859,-1.78295,0.56302,0.00821,0.58641,0.54020,1.97248,0.10181,2.00000,1.16662,-5.02107,0.71260,-3.74108,-6.38605,10.10920,0.14233,10.55582,9.73601,4.94339,0.15266,5.40921,4.52819,43.34010,6.21170,55.20846,29.41972,-3.82066,1.64632,-0.04918,-10.61064,0.17874,0.01021,0.20452,0.15245,1.16252,0.01337,1.20304,1.13427,6.67755,0.75701,7.84710,5.02227,-7.45987,1.61232,-4.84583,-10.60240
33,2.126945972442627,10800,5498.25266,-391.61140,-2.58263,0.00198,2.12273,0.00217,4793.27956,-2.01151,0.02272,-1.96064,-2.07308,1.02002,0.00018,1.02033,1.01972,-0.04208,0.00264,-0.03405,-0.04933,-298.35514,2.80978,-289.71100,-305.13046,1733.64203,184.67357,2214.23730,1301.75281,2606.42747,197.31853,3227.07983,2148.19727,-1.75372,0.00944,-1.72444,-1.77873,0.56118,0.00852,0.58083,0.53379,1.95913,0.12692,2.00000,1.26266,-4.98673,0.71413,-3.65364,-6.38644,10.12279,0.12985,10.47477,9.71494,4.93834,0.16730,5.34908,4.52693,42.92467,6.33531,56.41180,27.07276,-3.71202,1.58731,-0.93112,-9.21516,0.18230,0.00954,0.21319,0.15881,1.16210,0.01301,1.19345,1.11866,6.65620,0.74621,7.84738,5.01583,-7.58204,1.58237,-4.74752,-10.60318
34,2.472121238708496,11000,5299.15657,-427.62086,-2.15333,0.00181,2.46746,0.00277,4262.20698,-2.01564,0.02223,-1.92838,-2.08739,1.02064,0.00018,1.02095,1.02034,-0.04331,0.00298,-0.03500,-0.05132,-298.83889,2.67018,-290.93988,-305.45081,1690.32902,162.63682,2123.30640,1276.24255,2582.62685,202.76433,3143.44067,2103.22241,-1.75088,0.00972,-1.72468,-1.77196,0.56175,0.00874,0.58582,0.53948,1.95015,0.15084,2.00000,1.12547,-5.00381,0.74626,-3.63449,-6.38963,10.11996,0.14435,10.50290,9.71464,4.91760,0.16347,5.41085,4.52395,42.40842,6.15185,56.53274,24.38516,-3.73091,1.50876,-0.77280,-8.76446,0.18011,0.00975,0.20572,0.15821,1.16423,0.01246,1.19543,1.12921,6.67698,0.75033,7.85039,5.02485,-7.60421,1.54471,-4.85367,-10.60449
35,2.1148340702056885,11200,5439.20385,-372.90595,-2.27157,0.00134,2.11087,0.00253,6424.62202,-2.01816,0.01998,-1.96291,-2.08018,1.02126,0.00018,1.02157,1.02095,-0.04489,0.00280,-0.03842,-0.05231,-299.05387,2.77041,-290.55466,-306.90555,1688.27713,158.64390,2123.06860,1315.70740,2585.39358,195.80589,3163.97729,2065.22119,-1.75076,0.00983,-1.71938,-1.78417,0.56191,0.00854,0.58265,0.53714,1.96026,0.12021,2.00000,1.18083,-4.92460,0.71158,-3.69411,-6.39133,10.13424,0.13195,10.47992,9.84059,4.94780,0.16160,5.39098,4.59105,43.70192,6.38365,55.95579,30.46125,-3.56560,1.59472,-0.64063,-8.40280,0.18295,0.01004,0.21070,0.15252,1.16586,0.01366,1.19909,1.13411,6.71259,0.77702,7.84610,5.20366,-7.51955,1.58362,-4.91660,-10.60676
36,2.136277675628662,11400,5424.15049,-444.51746,-2.81524,0.00210,2.13137,0.00272,6233.10444,-2.01309,0.02171,-1.95118,-2.07890,1.02187,0.00018,1.02218,1.02157,-0.04581,0.00304,-0.03835,-0.05170,-299.45941,2.63500,-293.10388,-308.42770,1711.32273,174.56327,2211.00708,1300.90417,2571.59558,217.44114,3527.52222,2003.27661,-1.74966,0.00980,-1.72570,-1.77347,0.56305,0.00736,0.58245,0.54504,1.96075,0.11135,2.00000,1.28574,-4.89411,0.70516,-3.82637,-6.39716,10.11752,0.14084,10.41581,9.76464,4.90798,0.14724,5.36067,4.52109,42.34210,6.59478,55.07204,27.86745,-3.70250,1.70580,-0.43847,-10.03428,0.18248,0.00940,0.20687,0.15595,1.16464,0.01440,1.19863,1.13358,6.72792,0.73341,7.84565,4.96143,-7.59709,1.60845,-4.22252,-10.60412
37,2.2166426181793213,11600,5422.43129,-418.78814,-2.28392,0.00199,2.21199,0.00257,6299.48935,-2.01477,0.02183,-1.96493,-2.06686,1.02248,0.00018,1.02279,1.02218,-0.04664,0.00313,-0.03790,-0.05665,-300.31017,2.59284,-292.72653,-306.80890,1702.16554,164.10390,2178.87720,1347.32739,2507.81254,215.99857,3163.05444,2031.54102,-1.75034,0.00948,-1.72764,-1.77045,0.56150,0.00829,0.58629,0.53814,1.95094,0.14991,2.00000,1.08452,-4.96886,0.71820,-3.73214,-6.39977,10.09795,0.13957,10.51964,9.71832,4.89892,0.16075,5.42594,4.50678,42.58508,6.40809,56.23127,28.13271,-3.68137,1.75930,-0.39767,-11.45612,0.18484,0.01033,0.20910,0.14849,1.16074,0.01437,1.20241,1.12188,6.60951,0.75827,7.84645,4.86549,-7.61975,1.67668,-4.58299,-10.60682
38,2.268698215484619,11800,5674.21565,-368.10082,-0.87069,0.00165,2.26431,0.00265,6329.22664,-2.01119,0.02203,-1.95620,-2.09036,1.02309,0.00018,1.02339,1.02279,-0.04770,0.00328,-0.03944,-0.05767,-300.70198,2.42220,-294.23721,-307.22177,1674.20767,159.50208,2096.28882,1308.57434,2492.27539,197.69891,3177.17651,2052.32422,-1.75130,0.00970,-1.72659,-1.78017,0.56208,0.00845,0.58237,0.54305,1.95678,0.13474,2.00000,1.24991,-4.86861,0.65738,-3.72960,-6.40403,10.09000,0.14433,10.50713,9.70925,4.90522,0.16275,5.29485,4.43493,42.99440,6.72644,56.03012,25.23882,-3.62791,1.57027,-0.18841,-12.33495,0.18507,0.01016,0.21793,0.15798,1.16012,0.01404,1.19738,1.12765,6.74231,0.80332,7.84434,5.14106,-7.61368,1.45209,-4.85468,-10.59969
39,2.166471242904663,12000,5677.92437,-393.71870,-1.86137,0.00213,2.16158,0.00267,6251.78729,-2.01601,0.02107,-1.96068,-2.06522,1.02370,0.00017,1.02400,1.02340,-0.04875,0.00334,-0.04093,-0.05771,-300.68609,2.59780,-293.89944,-308.72607,1692.61534,178.40449,2233.89697,1296.08459,2466.95459,188.64622,2992.19580,1918.84766,-1.75168,0.00829,-1.72940,-1.77734,0.56212,0.00844,0.58250,0.53840,1.95981,0.12858,2.00000,1.29611,-4.91304,0.75796,-3.73103,-6.40780,10.08191,0.14102,10.43738,9.75175,4.91492,0.16037,5.44076,4.50837,43.29581,6.39246,55.14872,28.72785,-3.77122,1.59212,-0.83459,-10.16278,0.18599,0.01004,0.21006,0.15797,1.16027,0.01254,1.20001,1.11836,6.86300,0.77504,7.84437,5.01579,-7.61402,1.58816,-4.63241,-10.60272
40,2.3108203411102295,12200,5685.71639,-389.50977,-1.82856,0.00164,2.30614,0.00296,6302.17836,-2.01237,0.01947,-1.94500,-2.07633,1.02430,0.00018,1.02460,1.02400,-0.04974,0.00346,-0.03919,-0.06066,-301.02888,2.46386,-293.67212,-307.60190,1663.63184,160.62076,2269.60938,1239.03418,2501.78597,207.94455,3184.35645,1873.52429,-1.75129,0.00949,-1.72028,-1.77824,0.56067,0.00818,0.58863,0.53832,1.94582,0.16032,2.00000,1.06241,-4.89373,0.74638,-3.70719,-6.41080,10.07155,0.14369,10.53471,9.61433,4.91161,0.16276,5.34795,4.47755,42.29370,6.89148,55.43843,27.98433,-3.78104,1.59173,-0.69572,-11.67266,0.18485,0.00995,0.21318,0.16165,1.15778,0.01354,1.19655,1.12240,6.90789,0.77503,7.83777,5.20357,-7.36957,1.59375,-4.26623,-10.60254
41,2.3102169036865234,12400,5373.05758,-417.07692,-2.15747,0.00164,2.30577,0.00272,3130.52048,-2.01459,0.02151,-1.94995,-2.07337,1.02490,0.00017,1.02519,1.02461,-0.04895,0.00310,-0.04054,-0.05725,-300.83451,2.37624,-292.23032,-311.07721,1639.07808,165.24591,2119.12500,1201.57520,2470.02592,188.92565,2944.30005,2046.08521,-1.74803,0.00993,-1.72013,-1.77280,0.55917,0.00802,0.57946,0.53510,1.95774,0.13182,2.00000,1.05716,-4.92861,0.72599,-3.73233,-6.41311,9.99056,0.12696,10.34416,9.63324,4.90301,0.15820,5.34290,4.56966,42.45129,6.09576,56.30948,29.13331,-3.74141,1.48097,0.03996,-8.96281,0.18053,0.01146,0.21802,0.15250,1.15334,0.01284,1.18525,1.12214,6.72186,0.81556,7.84006,4.84405,-7.38060,1.50107,-4.65459,-10.60522
42,2.311196804046631,12600,5623.75543,-393.14100,-2.20540,0.00171,2.30670,0.00270,6211.13914,-2.01383,0.02375,-1.94492,-2.07253,1.02549,0.00017,1.02578,1.02519,-0.05030,0.00372,-0.04066,-0.05872,-301.05450,2.66422,-294.73541,-310.84540,1647.51858,170.76606,2130.65356,1129.80957,2470.83075,201.18182,3088.71729,2025.22485,-1.75152,0.01012,-1.72330,-1.77800,0.55992,0.00846,0.58831,0.53940,1.95604,0.13939,2.00000,1.14510,-4.87236,0.76382,-3.67233,-6.41958,9.99879,0.14654,10.34145,9.62612,4.90400,0.15251,5.40911,4.55346,41.88305,6.47262,55.12045,26.50992,-3.72135,1.59811,-0.89314,-8.71854,0.18171,0.00991,0.20405,0.15742,1.15019,0.01377,1.18942,1.12269,6.67443,0.78255,7.84310,5.08035,-7.24387,1.55510,-4.76579,-10.60523
43,2.2711102962493896,12800,5766.70185,-429.86118,-1.76995,0.00187,2.26654,0.00262,6222.74379,-2.01463,0.02320,-1.96479,-2.07499,1.02608,0.00017,1.02638,1.02578,-0.05147,0.00310,-0.04316,-0.05952,-300.58691,2.51106,-293.72467,-309.52682,1649.00164,174.06565,2086.48047,1253.60828,2502.73781,203.07426,3064.85327,1897.18713,-1.75040,0.01015,-1.72228,-1.78052,0.55935,0.00736,0.58114,0.54103,1.96013,0.11109,2.00000,1.30128,-4.83237,0.70122,-3.73261,-6.42365,9.99920,0.12025,10.32617,9.67215,4.92253,0.15318,5.43626,4.63892,42.38192,6.46214,55.88744,27.01504,-3.88547,1.74887,-0.52428,-11.87745,0.18282,0.00992,0.20871,0.15790,1.15292,0.01257,1.18693,1.12444,6.87629,0.80693,7.84960,4.93800,-7.15277,1.44540,-4.78491,-10.60535
44,2.2976677417755127,13000,5952.66064,-386.62344,-2.09425,0.00186,2.29309,0.00263,6121.79490,-2.01480,0.02128,-1.94243,-2.07530,1.02669,0.00018,1.02699,1.02638,-0.05360,0.00351,-0.04490,-0.06255,-300.21896,2.40304,-294.61880,-306.26974,1636.69448,156.93986,2152.59766,1258.82214,2495.22863,206.33126,2975.23511,2044.80237,-1.75288,0.00928,-1.72365,-1.77330,0.55931,0.00761,0.58011,0.54204,1.94335,0.15559,2.00000,1.02892,-4.90317,0.70385,-3.78879,-6.42688,10.03555,0.13324,10.39663,9.68633,4.93682,0.16360,5.38450,4.55140,42.63003,6.55854,56.01793,27.94583,-3.58974,1.44810,-0.90974,-9.80143,0.18474,0.00981,0.21267,0.15864,1.15432,0.01396,1.18919,1.12484,6.82840,0.75223,7.85804,5.12664,-7.41395,1.41037,-5.08862,-10.60417
45,2.2976887226104736,13200,5950.34909,-425.72466,-2.22556,0.00189,2.29307,0.00265,6401.50656,-2.01462,0.02265,-1.94474,-2.06224,1.02730,0.00018,1.02760,1.02699,-0.05517,0.00357,-0.04640,-0.06590,-300.84377,2.51591,-293.91153,-307.19571,1629.21736,162.88273,2077.29785,1286.38953,2492.21176,205.01217,3264.24463,1988.43872,-1.75245,0.00976,-1.72674,-1.77595,0.55957,0.00860,0.58448,0.54051,1.92696,0.18082,2.00000,0.86996,-4.83436,0.71985,-3.72841,-6.43016,10.04881,0.13112,10.46628,9.72321,4.94130,0.14673,5.33781,4.52974,41.98436,6.03537,55.25298,28.21534,-3.64057,1.55115,-0.86486,-10.35506,0.18358,0.00977,0.21087,0.15613,1.15585,0.01306,1.18565,1.12343,6.86748,0.70016,7.86098,5.28771,-7.49370,1.57810,-4.80655,-10.60461
46,2.2954156398773193,13400,5966.80566,-442.17549,-2.18345,0.00188,2.29088,0.00258,6397.67013,-2.01543,0.02110,-1.96548,-2.07611,1.02791,0.00017,1.02821,1.02761,-0.05503,0.00355,-0.04676,-0.06657,-301.08877,2.58027,-295.22678,-306.73288,1632.85960,167.69925,2073.61401,1247.28601,2468.80955,189.92734,3090.00317,2024.12915,-1.75136,0.00972,-1.72041,-1.77991,0.55900,0.00806,0.57821,0.53129,1.93278,0.17865,2.00000,0.95983,-4.84552,0.72725,-3.62328,-6.43579,9.99947,0.12997,10.40241,9.68282,4.90017,0.16559,5.54522,4.48919,42.14949,6.57304,56.78793,28.88933,-3.51950,1.52506,-0.73272,-10.34388,0.18346,0.01071,0.21808,0.15721,1.15029,0.01347,1.18748,1.11956,6.78918,0.77951,7.86113,5.04739,-7.22514,1.44189,-4.86338,-10.60536
47,2.337641716003418,13600,5971.69313,-367.63577,-1.81790,0.00194,2.33297,0.00265,6348.36397,-2.01808,0.02133,-1.96607,-2.06779,1.02851,0.00017,1.02881,1.02821,-0.05599,0.00390,-0.04243,-0.06654,-301.74111,2.52262,-293.91467,-308.83548,1616.27875,150.80971,1960.67419,1223.38367,2462.36331,200.67146,3098.59497,1987.91345,-1.74965,0.00984,-1.71588,-1.77500,0.55661,0.00809,0.57910,0.53854,1.93882,0.18053,2.00000,1.12159,-4.83698,0.72393,-3.71498,-6.43805,9.99205,0.13835,10.36338,9.49913,4.90012,0.15537,5.39888,4.54038,42.27643,6.09830,55.34808,28.88515,-3.58676,1.45312,-0.20343,-9.28852,0.18571,0.01003,0.21349,0.15873,1.15134,0.01397,1.18658,1.10906,6.87706,0.73236,7.86565,5.21430,-7.41430,1.42918,-4.83416,-10.60448
48,2.3070712089538574,13800,5973.08010,-421.56571,-2.36280,0.00186,2.30236,0.00276,6343.09638,-2.02525,0.02175,-1.96958,-2.08262,1.02912,0.00018,1.02942,1.02881,-0.05761,0.00396,-0.04780,-0.06950,-301.87424,2.49086,-295.22946,-307.95859,1617.57269,172.44015,2283.73779,1266.05432,2455.34396,194.29279,3068.91382,1989.18872,-1.75197,0.01004,-1.72784,-1.78276,0.55852,0.00761,0.58401,0.53716,1.91365,0.19550,2.00000,0.93442,-4.83848,0.70895,-3.71736,-6.44194,10.00772,0.13864,10.43753,9.64897,4.89651,0.16977,5.50184,4.55296,41.62568,6.09975,55.22190,27.08273,-3.75991,1.76902,-0.00049,-11.85894,0.18682,0.01003,0.21961,0.15612,1.15092,0.01346,1.18389,1.11577,6.82581,0.76566,7.87355,5.20026,-7.18601,1.36609,-4.26856,-10.60127
